full_audio_path,ref_text_cleaned,pred_text_cleaned,cer,cluster,duration,speed,snr
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0643.wav,光速是恒定的吗,光速是恒定的嘛,0.1429,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0651.wav,和平号哪年发射,和平好哪年发生,0.2857,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0659.wav,卷布料时怎样使布料不紧,捐不了死怎样死不了不惊,0.7273,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0669.wav,北展剧场网球王子怎么收费,北站剧场网球网址怎么收费,0.25,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0671.wav,玩游戏用什么系统好,玩游戏用什系统好,0.1111,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0676.wav,什么浏览器好,什浏览器好,0.1667,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0677.wav,百度上搜的歌怎么才能听的到吗,百度上搜的歌怎么才能听得到嘛,0.1429,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0688.wav,冷启动指的是哪个键,能气冬至的是哪个间,0.5556,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0690.wav,为什么屏幕晃了下就卡死在那里了,为什么平命晃了下就卡死在那里了,0.1333,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0691.wav,北京哪家中医院治儿童抽动症效果好,北京哪家中医院治儿童初肿症效果好,0.125,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0695.wav,怎样加盟联通收费厅,怎样加盟联通收费艇,0.1111,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0696.wav,怎样用刷票器呀,样用刷票签啊,0.4286,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0698.wav,推荐一个打折狠信誉度高的网上书店,推荐一个打得很信誉度高的网上书店,0.125,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0001\G0001_0700.wav,党的总支部委员会可以设立纪委吗,当地总支部委员会可以设立纪委吗,0.1333,1,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0002.wav,考法硕要考数学吗考数几,考法硕要靠数学吗考书记,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0004.wav,卡巴斯基跟江民哪个更好,卡巴斯基跟讲明哪个更好,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0009.wav,为什么蚂蚁等小昆虫可以在天花板上爬行,为什么妈一等小昆虫可以在天花板上爬行,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0011.wav,最好玩的网络游戏是,最好玩儿的网络游戏是,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0018.wav,梦幻西游怎么免费冲点卡,梦幻西游怎么免费充电卡,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0021.wav,奇迹私服怎么样复制装备请详细点,奇机师傅怎么样复制装备请详细点,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0032.wav,艾微儿是哪家唱片公司的,艾薇尔是哪家唱片公司的,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0047.wav,三国时哪国经济最好,三国是哪国经济最好,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0048.wav,买奥托多少钱,买奥拓多少钱,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0049.wav,美国为什么这么富强,玫瑰为什么这么富强,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0050.wav,利比里亚的钱利元的英文缩写是什么,利比利亚的钱利园的英文缩写是什么,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0053.wav,护士三班倒的时间山西地区的,护士三班岛的时间陕西地区的,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0054.wav,半个钟是多久,半个钟时多久,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0055.wav,百花中的君子是什么花,白桦中的君子是什么花,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0057.wav,吉祥村附近哪家修眉修的好,吉祥村附近哪家修没修得好,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0058.wav,九江有多少所中学呀,九江有多少所中学啊,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0059.wav,破题儿第一遭是什么意思,婆ear第一招是什么意思,0.4545,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0062.wav,住校有好处吗,主校有好处吗,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0063.wav,请问哪里有命令与征服全系列的汉化补丁,请问哪里有命令与政服全系列的汉话不定,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0064.wav,怎么加入笔笔歌迷会啊北京有吗,怎么加入bb歌迷会啊北京有吗,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0070.wav,明基是哪里的公司,民基是哪里的公司,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0073.wav,怎样装订保管合同正本用夹子吗,怎样装订保关合同正本用架子吗,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0075.wav,哈市有没有哪个画室缺人的,哈市有没有哪个画室确认的,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0076.wav,沈阳哪有卖笔记本电脑的品牌全吗,沈阳哪有买笔记本电脑的品牌权吗,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0079.wav,天下间何为真英雄,天下剑何为真英雄,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0094.wav,脚因穿袜子而起泡怎么治,叫我因穿袜子而起泡怎么治,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0097.wav,请问土地砒霜污染和钾过多如何治理,请问土地批损污染和价格多如何治理,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0099.wav,尤文图斯现在走了哪些人哪些人还要走,有文图师现在走了哪些人哪些人还要走,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0103.wav,怎样吹横笛和埙的低音和高音,怎样吹横的和熏的低音和高音,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0111.wav,如何使腿变为跟模特儿一样的修长且直,如何使腿变为跟模特儿一样的修长气子,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0116.wav,小猪什么时候来上海签猪式会社啊,小猪什么时候来上海签主石灰社啊,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0119.wav,周庄因何得名,周闯因何得名,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0122.wav,杭州的点心工具专卖店在哪啊,杭州的电信工具专卖店在哪儿啊,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0134.wav,小孩子为啥咬唇,小孩子为啥要蠢,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0136.wav,哪里可以认识南师的单身女老师啊,哪里可以认识男士的单身女老师啊,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0137.wav,到哪里去找人民银行研究生院的导师啊,到哪里去找人民银行研究生院的刀士啊,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0140.wav,哪里有下载超级女声复活赛,哪里有下载超级女生复合赛,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0141.wav,王蓉骂芙蓉姐姐的那首歌叫啥名字来着,汪蓉马芙蓉姐姐的那首歌叫啥名字来着,0.1176,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0146.wav,新闻传播学晾衣绳儿式导语是第代导语,新闻传播学晾衣穗是刀屿是地带刀屿,0.5294,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0150.wav,从日照到无锡坐汽车几点的车一天几班,从日找到无锡坐汽车机电的车一天几班,0.1765,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0151.wav,用兽族应造哪些兵种,用手阻营造哪些兵种,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0153.wav,请问抽蓄症是否就是抽动症,请问抽徐镇是否就是抽董镇,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0155.wav,现在什么股市分析软件最好,现在什么股市飞弃软件最好,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0159.wav,五人共伞小人仗大人遮的下联是什么,五人共伞小人帐大人者的下联是什么,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0160.wav,为什么安装超级兔子后下不了东西呢,为什么安装超级图纸后下不了东西呢,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0161.wav,去易买的购物车几点什么地点可以坐,去鹰美的购物车几点什么地点可以坐,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0162.wav,有没有什么办法消除黑头,有没有啥办法消除黑头,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0167.wav,牙周疼怎么办,牙轴疼怎么办,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0170.wav,奥版孙中山正面像银元试铸了多少枚,鳌拜孙中山正面祥银院是做了多少枚,0.375,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0171.wav,从复旦大学到梅龙镇伊势丹怎么走,从复旦大学到梅陇镇伊士丹怎么走,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0172.wav,农行网银证书因为重装系统丢失该怎么办,农行网银证书又没重装系统丢失该怎么办,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0178.wav,南京哪有既便宜又干净的宾馆招待所也行,南京哪儿有既便宜又干净的宾馆招待所有行,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0180.wav,牧场物语什么是温泉蛋怎么弄到手,无常无语什么是温泉蛋怎么弄到手,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0183.wav,啥是纯净物啊,啥是纯金屋啊,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0184.wav,笔记本儿电脑和台试电脑有什么不同,笔记本电脑和台式电脑有什么不同,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0199.wav,医师技能考试分数有误如何复查,一是技能考试分数有误如何复查,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0204.wav,请问氟化氢在高温高压下腐蚀钢吗,请问氟化氢在高温高压下俯视钢吗,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0205.wav,威上模具学校好吗,伟商模具学校好吗,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0208.wav,皮包过长作爱时有影响吗,皮包裹常坐艾屎有影响吗,0.4545,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0209.wav,南京哪里有双立人卖,南京哪里有爽的人卖,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0212.wav,加碘盐的成分是啥,甲碘盐的成分是啥,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0216.wav,夙夜惟寅直哉惟清是夏朝哪个人说的,鼠叶未隐治载为清是下朝哪个人说的,0.5,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0218.wav,环境潮湿能引起计算机启动故障吗,环境超市能因其计算机启动故障吗,0.2667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0223.wav,为啥刻录时速度特别慢,为啥克鲁斯速度特别慢,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0224.wav,为啥玉镯会无缘无故碎裂,为啥玉作会无缘无故水年,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0225.wav,成考还好是自考好,乘客好还是自考好,0.5,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0228.wav,如何治疗散光给一些好的方法除了戴眼镜,如何治疗三光给一些好的方法出得戴眼镜儿,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0229.wav,劲乐团怎么装单机的,金乐团怎么装单机的,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0232.wav,什么是羽翼甘蓝,什么是雨衣甘蓝,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0233.wav,含有苏丹红的食品包括坛坛乡吗,含有苏丹红的食品包括弹弹香吗,0.2143,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0235.wav,睫毛掉了会再长吗,睫毛掉了会再脏吗,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0237.wav,现在的激光手术治疗近视如何嘞,现在的急工手术治疗金是如何的,0.3571,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0241.wav,大学什么时候谈恋爱才是最好的时期,大学什么时候谈恋爱才是最好的事情,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0248.wav,人的致命要害是啥,人的致命药害是啥,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0250.wav,树是如何存活的,是不是如何存活的,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0254.wav,殷怎么用五笔打,鹰怎么用五弊打,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0264.wav,毛衣上的静电该怎样消除,毛衣裳的静点该怎样消除,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0265.wav,治疗儿童沙眼应该用啥眼药水,治疗儿童撒眼应该用撒眼药水,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0271.wav,原声大碟是啥意思,元声大德是啥意思,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0277.wav,瓶口为什么是圆型,瓶口为什么是圆形,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0279.wav,如来神掌最早见于哪部武侠,如来神掌最早见于拉布五下,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0281.wav,三短五粗是哪三短哪五粗,三端无处是哪三段哪无错,0.5455,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0285.wav,现在啥样的手机好嘞,现在啥样的手机好呢,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0289.wav,猪不进去怎么办猜星歌,租不进去怎么办才行高,0.4,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0293.wav,水瓶座啥时候的幸运日是,水瓶座啥时候儿的幸运人士,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0301.wav,看天下足球转播在哪儿最清晰,看天下足球转播在哪最清斜,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0304.wav,液晶显示器怕磁化吗,夜晶显示器怕磁化吗,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0307.wav,烟雨时限这首歌在哪里能下载到,言语实线这首歌在哪里能下载到,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0308.wav,耳机插口接触不良有啥好办法吗,耳且插口接触不了有啥好办法吗,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0313.wav,周杰伦的哪几首歌好听呀,周杰伦的那几首歌好听啊,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0315.wav,怎么关闭远程协助,怎么管别无远程协助,0.375,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0328.wav,工作天出证是什么意思,工作添出政是什么意思,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0332.wav,二战老片有哪些经典的嘞,二战老片有哪些景点的呢,0.2727,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0333.wav,先报验后报关的通关模式具体是怎么样的,先报烟后报官的统管模式具体是怎么样的,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0335.wav,思念零乱零乱落寞的天空,思念凌乱凌乱落寞的天空,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0346.wav,武林外传里倪蕙兰什么时候出现啊,武林外传的刘惠兰什么时候出现啊,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0351.wav,在宝鸡照写真能不能给个推荐,在宝鸡赵些镇能不能给个推荐,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0352.wav,神话在哪儿可以看免费电影儿,神话在哪可以看免费电影,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0361.wav,出洋相洋相这个字怎么得来,出洋乡洋乡这个词怎么得来,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0366.wav,什么叫做被掩着了,什么叫做被淹着了,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0370.wav,欧母定理的完全工式是什么,欧姆定理的完全公式是什么,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0372.wav,加图索为啥老是在场上鼓舞情绪,假兔说为啥老是在场上鼓舞琴弦,0.3571,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0375.wav,为啥牛奶具体安神作用,为啥牛来具体安审作用,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0378.wav,为啥要说秦始皇淫政不是嬴政吗,为啥要说秦始皇嬴政不是嬴征吗,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0380.wav,眼睛里有飘浮物是病吗,眼睛里有漂浮无视病吗,0.3,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0389.wav,告诉我影吧是干什么的,告诉我英拔是干什么的,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0390.wav,真正跑车的尾翼是可以动吗怎么动,真正跑车的唯一是可以动吗怎么动,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0397.wav,电脑可以用湿布擦吗,电脑可以用四不插吗,0.3333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0414.wav,水货在在网上没有注册吗,水货寨在网上没有注车吗,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0418.wav,哪个网站可教授漫画的画法,哪个网站可叫授漫画的花法,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0419.wav,督导是干啥的,赌导是干啥的,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0424.wav,内舒拿和雷特考特能否同时用,雷苏纳和雷特考特能否同时用,0.2308,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0425.wav,北京哪儿有卖那种水晶珠帘的,北京哪有卖那种水晶珠链的,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0427.wav,声卡驱动怎么安,深卡驱动怎么安,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0433.wav,找到创世纪企业王国游戏下载地址,找到创世界企业王国的游戏下载地址,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0438.wav,什么是励磁场电流在什么书里面有介绍,什么是历池唱电流在什么书里面有介绍,0.1765,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0442.wav,巴西棕榈蜡有没有价格低廉的替代品,巴西总绿那有没有价格低廉的替代品,0.1875,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0445.wav,苍蝇为什么搓手,苍蝇为什么出售,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0449.wav,哪个在师院的篮球馆旁边打个野火,哪个在思源的篮球馆旁边打个野火,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0460.wav,李强是李小嘴吗,你强势你小嘴吗,0.4286,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0461.wav,仰天一笑泪光寒出处何解,仰天一笑泪光含楚处何解,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0465.wav,天龙八部用键盘如何使用,天龙吧不用键盘如何使用,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0469.wav,海运倒签提单一般多少天,海运道歉提单一般多少天,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0470.wav,请问哪里有倾心相许和有一种爱的歌谱啊,请问哪里有倾心相许和友谊种爱的歌谱啊,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0473.wav,山岚是什么是自然现象还是其他,栅蓝是什么是自然现象还是其他,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0474.wav,历史上周瑜何病故,历史上走遇何并故,0.375,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0483.wav,元素是怎么分类的,元数是怎么分类的,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0485.wav,什么是手机刷机呀,什么是手机刷机啊,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0490.wav,精神病药物导致白血球降低怎么办,精神病药无导致白血球浆的怎么办,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0494.wav,来月精做爱会怎么样,来月经做艾会怎么样,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0497.wav,周杰伦的霍元甲觉的怎么样,周建伦的霍元甲觉得怎么样,0.1667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0499.wav,和声与复调的差别到底何在,和审与浮雕的差别到底何在,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0503.wav,怎样用金山辞霸翻译电脑上的文档,怎样用景山词霸发译电脑上的文档,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0510.wav,肌肉痉挛挂什么号,肌肉痉挛挂什么好,0.125,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0522.wav,卡巴斯基哪个版本高,卡巴斯金哪个版本高,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0529.wav,怎样才能使纸飞机飞得远一些,怎样才能使自费机飞得远一些,0.1538,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0530.wav,童趣写的三件事能否调换位置为什么,同区写的散件是能否调换位置为什么,0.25,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0532.wav,水晶宫的安迪约翰逊还在水晶宫吗,水井宫的安迪约翰逊还在水井宫吗,0.1333,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0544.wav,猫怎样复位问题,毛怎样抚位问题,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0546.wav,成语反义对对子,成语翻译对对子,0.2857,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0548.wav,大米里的虫子能吃么,大米里的虫子能吃吗,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0555.wav,瑞星杀毒软件不是免费吗怎么要序列号呢,瑞星杀毒软件不是免费吗怎么要序拟好呢,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0564.wav,奥黛丽赫本的墓在哪,奥黛丽赫本的墓在哪儿,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0576.wav,柿子不能和什么同食,食子不能和什么同死,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0578.wav,古代女人例假来时用什么,古代女人离家来时用什么,0.1818,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0581.wav,家族白发是代代相传吗,家住白发是代代相传嘛,0.2,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0588.wav,猩猩为什么喜欢捶胸,欣星为什么喜欢捶胸,0.2222,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0592.wav,师洋昨天那算是对高娅媛的告白吗,思阳昨天那算是对高雅园的告白吗,0.2667,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0595.wav,把酒对饮是何夕,把酒对饮是何西,0.1429,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0600.wav,什么时候要带卫生巾,什么时候又要带卫生巾,0.1111,0,,,
G:\ruc\MY_ASR\02-metric测试\sichuan\wav\G0003\G0003_0616.wav,我想找下载震荡波冲击波补丁,我想找下载震动波重启波补丁,0.2308,0,,,
